audio_path,transcription
audio_files\Train_Seg0329.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0330.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0331.wav,Clementi got a lot of massage shop. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0332.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Mall Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0333.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go Jurong!
audio_files\Train_Seg0334.wav,Kallang is a place i go frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go Kallang for that!
audio_files\Train_Seg0335.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms too. There are big fish farm in Lim Chu Kang. Have you been in Lim Chu Kang?
audio_files\Train_Seg0336.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0337.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go Neo Tiew. Because Neo Tiew is very deep in. Let's not to go Neo Tiew!"
audio_files\Train_Seg0338.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go Mandai?
audio_files\Train_Seg0339.wav,Novena has some office. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centre. Do you want to go Novena?
audio_files\Train_Seg0340.wav,Outram is where a big hospital is. There is also a train station at Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0341.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far. But last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0342.wav,"Paya Lebar is a busy place. Many office in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I will go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0343.wav,Pioneer is in the West of Singapore. Many industry buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0344.wav,Rochor is in Central of Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0345.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0346.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0347.wav,"Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young too, no food in Sengkang though. Have you been to Sengkang?"
audio_files\Train_Seg0348.wav,"A lot of my friends stay in Serangoon. My friends opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0349.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0350.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go Telok Blangah?"
audio_files\Train_Seg0351.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines but Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0352.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centre in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0353.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0354.wav,Toa Payoh is where my friends stay. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0355.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0356.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The worker in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0357.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always have traffic congestion. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0358.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous accidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0359.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0360.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go Geylang for good food. But got other things in Geylang also. Let's go Geylang!
audio_files\Train_Seg0361.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go Bedok. Don't want to go Bedok.
audio_files\Train_Seg0362.wav,There is also gym in Bishan. The house in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go Bishan!
audio_files\Train_Seg0363.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0364.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0365.wav,Bukit Merah is at the south of Singapore. Many foodcourt in Bukit Merah. A little far to go Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0366.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got club in Sentosa!
audio_files\Train_Seg0367.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0368.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0369.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go Choa Chu Kang?"
audio_files\Train_Seg0370.wav,Clementi got a lot of massage shop. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0371.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Mall Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0372.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go Jurong!
audio_files\Train_Seg0373.wav,Kallang is a place i go frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go Kallang for that!
audio_files\Train_Seg0374.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms too. There are big fish farm in Lim Chu Kang. Have you been in Lim Chu Kang?
audio_files\Train_Seg0375.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0376.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go Neo Tiew. Because Neo Tiew is very deep in. Let's not to go Neo Tiew!"
audio_files\Train_Seg0377.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go Mandai?
audio_files\Train_Seg0378.wav,Novena has some office. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centre. Do you want to go Novena?
audio_files\Train_Seg0379.wav,Outram is where a big hospital is. There is also a train station at Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0380.wav,Pasir Ris is at the East corner of Singapore. Pasir Ris is super far. But last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!
audio_files\Train_Seg0381.wav,"Paya Lebar is a busy place. Many office in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I will go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0382.wav,Pioneer is in the West of Singapore. Many industry buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0383.wav,Rochor is in Central of Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0384.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0385.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0386.wav,"Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young too, no food in Sengkang though. Have you been to Sengkang?"
audio_files\Train_Seg0387.wav,"A lot of my friends stay in Serangoon. My friends opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0388.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0389.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go Telok Blangah?"
audio_files\Train_Seg0390.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines but Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0391.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centre in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0392.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0393.wav,Toa Payoh is where my friends stay. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0394.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0395.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The worker in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0396.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always have traffic congestion. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0397.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous accidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0398.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0399.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0400.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0401.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0402.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0403.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0404.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0405.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0406.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0407.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0408.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go on holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0409.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0410.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0411.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0412.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0413.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0414.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There is a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0415.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0416.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0417.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0418.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0419.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0420.wav,"Pasir Ris is at the East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0421.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0422.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0423.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0424.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0425.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0426.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0427.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0428.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0429.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0430.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0431.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0432.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0433.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0434.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0435.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0436.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0437.wav,Tuas is the most West place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0438.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0439.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0440.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0441.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0442.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0443.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0444.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0445.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0446.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0447.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0448.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0449.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0450.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go on holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0451.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go to Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0452.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0453.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0454.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0455.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0456.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There is a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0457.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0458.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0459.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0460.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0461.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0462.wav,"Pasir Ris is at the East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0463.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0464.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0465.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0466.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0467.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0468.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0469.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0470.wav,"A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place, many pubs in Serangoon. Let's go to Serangoon!"
audio_files\Train_Seg0471.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0472.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0473.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0474.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0475.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0476.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0477.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0478.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0479.wav,Tuas is the most West place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0480.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0481.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0482.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0483.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0484.wav,My aunt stays in Bedok. There is good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0485.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0486.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0487.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0488.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0489.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0490.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0491.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0492.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
